1.73E+13,6.40E+19,w00000,23/6/2020 00:00:00,92.3,2218.72
1.73E+13,6.40E+19,w00000,24/6/2020 00:00:00,80.37,1930
1.73E+13,6.40E+19,w00000,25/6/2020 00:00:00,65.39,1572
1.73E+13,6.40E+19,w00000,26/6/2020 00:00:00,65.6,1574
1.73E+13,6.40E+19,w00000,27/6/2020 00:00:00,60.06,1442
1.73E+13,6.40E+19,w00000,28/6/2020 00:00:00,69.67,1660
1.73E+13,6.40E+19,w00000,29/6/2020 00:00:00,83.62,2012
1.73E+13,6.40E+19,w00000,30/6/2020 00:00:00,66.65,1606
1.73E+13,6.40E+19,w00000,1/7/2020 00:00:00,69.69,1673.81
1.73E+13,6.40E+19,w00000,2/7/2020 00:00:00,68.09,1634
1.73E+13,6.40E+19,w00000,3/7/2020 00:00:00,70.29,1686
1.73E+13,6.40E+19,w00000,4/7/2020 00:00:00,64.77,1556
1.73E+13,6.40E+19,w00000,5/7/2020 00:00:00,64.8,1556
1.73E+13,6.40E+19,w00000,6/7/2020 00:00:00,70.01,1680
1.73E+13,6.40E+19,w00000,7/7/2020 00:00:00,64.82,1556
1.73E+13,6.40E+19,w00000,8/7/2020 00:00:00,67.77,1628
1.73E+13,6.40E+19,w00000,9/7/2020 00:00:00,72.08,1732
1.73E+13,6.40E+19,w00000,10/7/2020 00:00:00,84.56,2032
1.73E+13,6.40E+19,w00000,11/7/2020 00:00:00,70.73,1696
1.73E+13,6.40E+19,w00000,12/7/2020 00:00:00,109.86,2652
1.73E+13,6.40E+19,w00000,13/7/2020 00:00:00,101.97,2256
1.73E+13,6.40E+19,w00000,14/7/2020 00:00:00,84.1,2032.86
1.73E+13,6.40E+19,w00000,15/7/2020 00:00:00,72.42,1728
1.73E+13,6.40E+19,w00000,16/7/2020 00:00:00,76.37,1834
1.73E+13,6.40E+19,w00000,17/7/2020 00:00:00,68.58,1648
1.73E+13,6.40E+19,w00000,18/7/2020 00:00:00,70.42,1692
1.73E+13,6.40E+19,w00000,19/7/2020 00:00:00,77.5,1860
1.73E+13,6.40E+19,w00000,20/7/2020 00:00:00,75.83,1820
1.73E+13,6.40E+19,w00000,21/7/2020 00:00:00,70.74,1700
1.73E+13,6.40E+19,w00000,22/7/2020 00:00:00,150.38,3608
1.73E+13,6.40E+19,w00000,23/7/2020 00:00:00,81.82,1976
1.73E+13,6.40E+19,w00000,24/7/2020 00:00:00,76.14,1830
1.73E+13,6.40E+19,w00000,25/7/2020 00:00:00,75.73,1818
1.73E+13,6.40E+19,w00000,26/7/2020 00:00:00,75.98,1824
1.73E+13,6.40E+19,w00000,27/7/2020 00:00:00,70.34,1690.75
1.73E+13,6.40E+19,w00000,28/7/2020 00:00:00,74.42,1786
1.73E+13,6.40E+19,w00000,29/7/2020 00:00:00,72.03,1732
1.73E+13,6.40E+19,w00000,30/7/2020 00:00:00,77.17,1852
1.73E+13,6.40E+19,w00000,31/7/2020 00:00:00,73.95,1776
1.73E+13,6.40E+19,w00000,18/8/2020 00:00:00,,2152
1.73E+13,6.40E+19,w00000,21/8/2020 00:00:00,123.34,2779.09
1.73E+13,6.40E+19,w00000,22/8/2020 00:00:00,90.65,2064.93
1.73E+13,6.40E+19,w00000,1/9/2020 00:00:00,,1688.64
1.73E+13,6.40E+19,w00000,14/9/2020 00:00:00,75.58,1720.32
1.73E+13,6.40E+19,w00000,22/12/2020 00:00:00,25.3,2188
1.73E+13,6.40E+19,w00000,26/12/2020 00:00:00,26.4,2285.04
1.73E+13,6.40E+19,w00000,7/1/2020 00:00:00,34.5,2976
1.73E+13,6.40E+19,w00000,8/1/2020 00:00:00,112.5,9724.9
1.73E+13,6.40E+19,w00000,9/1/2020 00:00:00,26.8,2314
1.73E+13,6.40E+19,w00000,10/1/2020 00:00:00,22.4,1944
1.73E+13,6.40E+19,w00000,11/1/2020 00:00:00,20.6,1780
1.73E+13,6.40E+19,w00000,12/1/2020 00:00:00,19.3,1668
1.73E+13,6.40E+19,w00000,13/1/2020 00:00:00,20.2,1744
1.73E+13,6.40E+19,w00000,14/1/2020 00:00:00,21.7,1876.39
1.73E+13,6.40E+19,w00000,15/1/2020 00:00:00,33.8,2920
1.73E+13,6.40E+19,w00000,16/1/2020 00:00:00,32.1,2776
1.73E+13,6.40E+19,w00000,17/1/2020 00:00:00,20.5,1774
1.73E+13,6.40E+19,w00000,18/1/2020 00:00:00,23.7,2052
1.73E+13,6.40E+19,w00000,19/1/2020 00:00:00,29.8,2570
1.73E+13,6.40E+19,w00000,22/1/2020 00:00:00,24.8,2144.96
1.73E+13,6.40E+19,w00000,23/1/2020 00:00:00,20.9,1806
1.73E+13,6.40E+19,w00000,24/1/2020 00:00:00,19.5,1690
1.73E+13,6.40E+19,w00000,25/1/2020 00:00:00,19.8,1712
1.73E+13,6.40E+19,w00000,26/1/2020 00:00:00,27.7,2396
